"Concepto","Principal","Monto Documento","Tipo Vista","Fecha Generación","Folio","Título","Número Documento","Fecha Documento","Tipo Documento","Monto Documento"
"220400400103 Farmacia- Compras Programas Ministeriales","76418921-3 PHARMARIA CHILE S.P.A","116.025","Tipo Flujo","28/02/2021","8137","FA 1117","1117","16/02/2021","Factura Afecta Electrónica","46.410"
"220400400103 Farmacia- Compras Programas Ministeriales","76418921-3 PHARMARIA CHILE S.P.A","116.025","Tipo Flujo","28/02/2021","8138","FA 1124","1124","16/02/2021","Factura Afecta Electrónica","23.205"
"220400400103 Farmacia- Compras Programas Ministeriales","76432529-K CSL BEHRING SPA","4.219.889","Saldo Inicial","","","Saldo Inicial","","","","0"
"220400400103 Farmacia- Compras Programas Ministeriales","76432529-K CSL BEHRING SPA","4.219.889","Tipo Flujo","31/01/2021","4212","CP DEVENGA FACT N° 3697 CSL BEHRING SPA CORRESPONDIENTE A PROGRAMA MINISTERIAL","3697","09/01/2021","Documento de Negocio","4.219.889"
"220400400103 Farmacia- Compras Programas Ministeriales","93135000-5 LABORATORIO BAGO DE CHILE S.A.","12.241.530","Saldo Inicial","","","Saldo Inicial","","","","0"
"220400400103 Farmacia- Compras Programas Ministeriales","93135000-5 LABORATORIO BAGO DE CHILE S.A.","12.241.530","Tipo Flujo","19/03/2021","11360","FA / 17531 / 93135000-5 / 5599-140-SE20 / ","17531","26/02/2021","Factura Afecta Electrónica","906.780"
"220400400103 Farmacia- Compras Programas Ministeriales","93135000-5 LABORATORIO BAGO DE CHILE S.A.","12.241.530","Tipo Flujo","19/03/2021","11361","FA / 17559 / 93135000-5 / 5599-140-SE20 / ","17559","03/03/2021","Factura Afecta Electrónica","3.778.250"
"220400400103 Farmacia- Compras Programas Ministeriales","93135000-5 LABORATORIO BAGO DE CHILE S.A.","12.241.530","Tipo Flujo","19/03/2021","11362","FA / 17560 / 93135000-5 / 5599-140-SE20 / ","17560","03/03/2021","Factura Afecta Electrónica","7.556.500"
"2204004003 Materiales De Curación","94593000-4 FARMACIA RECCIUS","666.400","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204004003 Materiales De Curación","94593000-4 FARMACIA RECCIUS","666.400","Tipo Flujo","05/03/2021","8539","FA / 28564 / 94593000 / 2069-1883-AG21 / FARMACEUTICA RECCIUS SPA","28564","01/03/2021","Factura Afecta Electrónica","333.200"
"2204004003 Materiales De Curación","94593000-4 FARMACIA RECCIUS","666.400","Tipo Flujo","31/03/2021","14738","FA / 29043 / 94593000 / 2069-1883-AG21 / FARMACEUTICA RECCIUS SPA","29043","30/03/2021","Factura Afecta Electrónica","333.200"
"2204004003 Materiales De Curación","96910280-3 Sociedad Importadora, Exportadora y Distribuidora de Artículos e Insumos Clinicos S.A.","536.690","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204004003 Materiales De Curación","96910280-3 Sociedad Importadora, Exportadora y Distribuidora de Artículos e Insumos Clinicos S.A.","536.690","Tipo Flujo","28/02/2021","7483","FA / 108467 / 96910280 / 2069-3376-SE19 / BIOCLIN S.A.","108467","17/02/2021","Factura Afecta Electrónica","536.690"
"2204004004 Prótesis","76087971-1 CAISSA SURGICAL","43.470.700","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204004004 Prótesis","76087971-1 CAISSA SURGICAL","43.470.700","Tipo Flujo","29/01/2021","974","FA / 47262 / 76087971 / 2069-448-SE21 / CAISSA S.A","47262","14/01/2021","Factura Afecta Electrónica","6.307.000"
"2204004004 Prótesis","76087971-1 CAISSA SURGICAL","43.470.700","Tipo Flujo","29/01/2021","1020","FA / 47261 / 76087971 / 2069-453-SE21 / CAISSA S.A","47261","14/01/2021","Factura Afecta Electrónica","19.254.200"
"2204004004 Prótesis","76087971-1 CAISSA SURGICAL","43.470.700","Tipo Flujo","18/03/2021","10658","FA / 47461 / 76087971-1 / 2069-2001-SE21 / Caissa S.A.","47461","01/03/2021","Factura Afecta Electrónica","3.153.500"
"2204004004 Prótesis","76087971-1 CAISSA SURGICAL","43.470.700","Tipo Flujo","18/03/2021","10659","FA / 47460 / 76087971-1 / 2069-2003-SE21 / Caissa S.A.","47460","01/03/2021","Factura Afecta Electrónica","7.378.000"
"2204004004 Prótesis","76087971-1 CAISSA SURGICAL","43.470.700","Tipo Flujo","31/03/2021","14160","FA / 47530 / 76087971-1 / 2069-2586-SE21 / Caissa S.A.","47530","19/03/2021","Factura Afecta Electrónica","7.378.000"
"2204004004 Prótesis","76089174-6 PRODUCTOS CLINICOS LTDA.","59.270.666","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204004004 Prótesis","76089174-6 PRODUCTOS CLINICOS LTDA.","59.270.666","Tipo Flujo","31/01/2021","2894","FA / 2089 / 76089174-6 / 2069-10138-CM20 / PRODUCTOS CLINICOS LIMITADA","2089","30/12/2020","Factura Afecta Electrónica","13.357.711"
"2204004004 Prótesis","76089174-6 PRODUCTOS CLINICOS LTDA.","59.270.666","Tipo Flujo","31/01/2021","2898","FA / 2087 / 76089174-6 / 2069-10138-CM20 / PRODUCTOS CLINICOS LIMITADA","2087","30/12/2020","Factura Afecta Electrónica","5.634.806"
"2204004004 Prótesis","76089174-6 PRODUCTOS CLINICOS LTDA.","59.270.666","Tipo Flujo","31/03/2021","14539","FA / 2120 / 76089174 / 2069-2654-CM21 / PRODUCTOS CLINICOS LIMITADA","2120","29/03/2021","Factura Afecta Electrónica","34.239.732"
"2204004004 Prótesis","76089174-6 PRODUCTOS CLINICOS LTDA.","59.270.666","Tipo Flujo","31/03/2021","14554","FA / 2119 / 76089174 / 2069-2654-CM21 / PRODUCTOS CLINICOS LIMITADA","2119","29/03/2021","Factura Afecta Electrónica","6.038.417"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","234","FA / 27684 / 76102788 / 2069-486-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27684","18/01/2021","Factura Afecta Electrónica","4.134.845"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","247","FA / 27685 / 76102788 / 2069-490-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27685","18/01/2021","Factura Afecta Electrónica","9.135.273"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","249","FA / 27687 / 76102788 / 2069-499-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27687","18/01/2021","Factura Afecta Electrónica","3.768.438"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","251","FA / 27686 / 76102788 / 2069-498-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27686","18/01/2021","Factura Afecta Electrónica","5.672.992"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","252","FA / 27689 / 76102788 / 2069-501-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27689","18/01/2021","Factura Afecta Electrónica","14.719.732"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","253","FA / 27688 / 76102788 / 2069-500-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27688","18/01/2021","Factura Afecta Electrónica","3.122.536"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","264","FA / 27690 / 76102788 / 2069-501-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27690","18/01/2021","Factura Afecta Electrónica","9.027.043"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","274","FA / 27693 / 76102788 / 2069-506-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27693","18/01/2021","Factura Afecta Electrónica","1.547.000"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","275","FA / 27691 / 76102788 / 2069-503-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27691","18/01/2021","Factura Afecta Electrónica","5.490.735"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","276","FA / 27692 / 76102788 / 2069-504-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27692","18/01/2021","Factura Afecta Electrónica","1.620.423"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","278","FA / 27694 / 76102788 / 2069-507-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27694","18/01/2021","Factura Afecta Electrónica","1.467.508"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","281","FA / 27695 / 76102788 / 2069-508-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27695","18/01/2021","Factura Afecta Electrónica","3.110.184"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","287","FA / 27696 / 76102788 / 2069-523-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27696","18/01/2021","Factura Afecta Electrónica","6.414.219"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","26/01/2021","324","FA / 27697 / 76102788 / 2069-525-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27697","18/01/2021","Factura Afecta Electrónica","1.606.500"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","27/01/2021","460","FA / 27406 / 76102788-3 / 2069-8756-SE20 / CLP Chile","27406","30/12/2020","Factura Afecta Electrónica","10.602.350"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","818","FA / 27310 / 76102788-3 / 2069-8779-SE20 / CLP Chile","27310","24/12/2020","Factura Afecta Electrónica","2.836.579"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","823","FA / 27314 / 76102788-3 / 2069-9065-SE20 / CLP Chile","27314","24/12/2020","Factura Afecta Electrónica","3.212.833"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","829","FA / 27393 / 76102788-3 / 2069-8707-SE20 / CLP Chile","27393","30/12/2020","Factura Afecta Electrónica","1.463.224"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","833","FA / 27395 / 76102788-3 / 2069-8708-SE20 / CLP Chile","27395","30/12/2020","Factura Afecta Electrónica","1.172.650"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","835","FA / 27397 / 76102788-3 / 2069-8719-SE20 / CLP Chile","27397","30/12/2020","Factura Afecta Electrónica","1.692.656"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","839","FA / 27399 / 76102788-3 / 2069-8729-SE20 / CLP Chile","27399","30/12/2020","Factura Afecta Electrónica","2.698.444"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","841","FA / 27400 / 76102788-3 / 2069-8745-SE20 / CLP Chile","27400","30/12/2020","Factura Afecta Electrónica","3.626.168"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","842","FA / 27402 / 76102788-3 / 2069-8748-SE20 / CLP Chile","27402","30/12/2020","Factura Afecta Electrónica","4.375.463"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","845","FA / 27404 / 76102788-3 / 2069-8752-SE20 / CLP Chile","27404","30/12/2020","Factura Afecta Electrónica","3.361.988"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","849","FA / 27396 / 76102788-3 / 2069-8712-SE20 / CLP Chile","27396","30/12/2020","Factura Afecta Electrónica","3.966.627"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","867","FA / 27405 / 76102788-3 / 2069-8754-SE20 / CLP Chile","27405","30/12/2020","Factura Afecta Electrónica","6.318.067"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","869","FA / 27408 / 76102788-3 / 2069-8759-SE20 / CLP Chile","27408","30/12/2020","Factura Afecta Electrónica","5.932.031"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","870","FA / 27409 / 76102788-3 / 2069-8774-SE20 / CLP Chile","27409","30/12/2020","Factura Afecta Electrónica","3.010.890"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/01/2021","872","FA / 27410 / 76102788-3 / 2069-9060-SE20 / CLP Chile","27410","30/12/2020","Factura Afecta Electrónica","8.441.069"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","1709","FA / 27356 / 76102788-3 / 2069-9059-SE20 / CLP Chile","27356","28/12/2020","Factura Afecta Electrónica","1.013.761"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","1721","FA / 27403 / 76102788-3 / 2069-8748-SE20 / CLP Chile","27403","30/12/2020","Factura Afecta Electrónica","16.482.857"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","1726","FA / 27401 / 76102788-3 / 2069-8746-SE20 / CLP Chile","27401","30/12/2020","Factura Afecta Electrónica","1.506.778"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","1728","FA / 27398 / 76102788-3 / 2069-8729-SE20 / CLP Chile","27398","30/12/2020","Factura Afecta Electrónica","4.241.755"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","1741","FA / 27698 / 76102788 / 2069-526-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27698","18/01/2021","Factura Afecta Electrónica","9.992.192"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","1745","FA / 27699 / 76102788 / 2069-530-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27699","18/01/2021","Factura Afecta Electrónica","8.354.395"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","1845","FA / 27700 / 76102788 / 2069-532-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27700","18/01/2021","Factura Afecta Electrónica","4.827.711"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","2387","FA / 27312 / 76102788-3 / 2069-9055-SE20 / CLP Chile","27312","24/12/2020","Factura Afecta Electrónica","4.239.732"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","2855","FA / 27311 / 76102788-3 / 2069-9054-SE20 / CLP Chile","27311","24/12/2020","Factura Afecta Electrónica","1.670.760"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","2952","PB DEVENGAR 27392 STRYKER ","27392","30/12/2020","Factura Afecta Electrónica","3.809.428"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","2953","PB DEVENGAR 27394 STRYKER ","27394","30/12/2020","Factura Afecta Electrónica","14.679.525"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","31/01/2021","3101","CP DEVENGA FACT N° 27407 SOCIEDAD COMERCIALIZADORA DE INSUMOS CLP ENERO 2021","27407","30/12/2020","Factura Afecta Electrónica","955.046"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","17/02/2021","4820","FA / 27862 / 76102788 / 2069-505-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27862","27/01/2021","Factura Afecta Electrónica","1.547.000"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","19/02/2021","5594","FA / 27863 / 76102788 / 2069-758-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27863","27/01/2021","Factura Afecta Electrónica","7.326.592"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","19/02/2021","5595","FA / 27864 / 76102788 / 2069-769-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS ME","27864","27/01/2021","Factura Afecta Electrónica","8.677.599"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","6970","FA / 28371 / 76102788-3 / 2069-1557-SE21 / CLP Chile","28371","19/02/2021","Factura Afecta Electrónica","14.077.200"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8608","FA / 28548 / 76102788 / 2069-1511-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28548","26/02/2021","Factura Afecta Electrónica","3.071.723"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8610","FA / 28558 / 76102788 / 2069-1555-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28558","26/02/2021","Factura Afecta Electrónica","1.086.613"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8613","FA / 28554 / 76102788 / 2069-1542-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28554","26/02/2021","Factura Afecta Electrónica","1.848.974"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8615","FA / 28550 / 76102788 / 2069-1534-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28550","26/02/2021","Factura Afecta Electrónica","3.564.040"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8616","FA / 28544 / 76102788 / 2069-1499-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28544","26/02/2021","Factura Afecta Electrónica","3.051.922"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8617","FA / 28547 / 76102788 / 2069-1507-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28547","26/02/2021","Factura Afecta Electrónica","2.336.341"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8619","FA / 28551 / 76102788 / 2069-1534-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28551","26/02/2021","Factura Afecta Electrónica","4.110.317"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8620","FA / 28552 / 76102788 / 2069-1540-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28552","26/02/2021","Factura Afecta Electrónica","3.445.478"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8621","FA / 28546 / 76102788 / 2069-1500-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28546","26/02/2021","Factura Afecta Electrónica","688.106"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8623","FA / 28543 / 76102788 / 2069-1494-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28543","26/02/2021","Factura Afecta Electrónica","2.876.182"
"2204004004 Prótesis","76102788-3 COMERCIALIZADORA INSUMOS MEDICOS CLP LTDA","374.369.252","Tipo Flujo","28/02/2021","8625","FA / 28559 / 76102788 / 2069-1556-SE21 / SOCIEDAD COMERCIALIZADORA DE INSUMOS M","28559","26/02/2021","Factura Afecta Electrónica","14.015.594"
